Part_ID,Part_Name,Equipment_Family_ID,Equipment_Family,Equipment_Model,Part_Category_ID,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,Target_Service_Level,Avg_Weekly_Demand_Seed,ABC_Class,Source_Context,Movement_Class,Movement_Lines_36M,Annual_Lines,Avg_Monthly_Lines,Cumulative_Movement_%,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Min_Dimension_mm,Stock_Managed,Avg_Daily_Qty,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Max_Stock_Qty,Stock_Qty,Total_Qty_36M,Total_Volume_cm3
VL-BRG-0604,Scissor Lift Bearing Set,VL,Vehicle Lift,Scissor Lift,BRG,Bearings & shafts,regular,High,SUP-003,EU,120,Bin,Active,0.97,1.414,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.6,R-A16,D,174,85,66,976,174,66,1,0.283,1,4,6,11,3,221,10736
WA-CON-0080,REMO Rubber Pad,WA,Wheel Aligner,REMO,CON,Consumables & service kits,frequent,Low,SUP-006,EU,2.09,Bin,New,0.9,2.466,C,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.62,R-N38,B,148,90,62,826,148,62,1,0.493,1,2,5,9,11,385,7434
TC-CON-0582,Artiglio Master Air Filter,TC,Tyre Changer,Artiglio Master,CON,Consumables & service kits,frequent,Medium,SUP-007,Eastern Europe,44.86,Bin,Active,0.94,2.757,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.64,R-B14,B,40,111,84,373,111,40,1,0.551,1.4,8,12,21,26,431,7833
WB-CON-0335,ET Series Air Filter,WB,Wheel Balancer,ET Series,CON,Consumables & service kits,frequent,Low,SUP-020,EU,3,Bin,Active,0.9,3.283,C,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.65,R-D97,D,135,195,157,4133,195,135,1,0.657,1.3,5,10,16,13,513,66128
WB-CON-0707,Eyelight Filter Kit,WB,Wheel Balancer,Eyelight,CON,Consumables & service kits,frequent,Medium,SUP-017,EU,2.72,Bin,Active,0.94,3.24,C,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.67,R-Z66,B,44,24,25,26,44,24,1,0.648,1,5,9,16,5,506,416
VL-CON-0860,Scissor Lift Grease Cartridge,VL,Vehicle Lift,Scissor Lift,CON,Consumables & service kits,frequent,Low,SUP-019,EU,9.75,Bin,Active,0.9,2.326,C,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.68,R-I85,D,97,136,102,1346,136,97,1,0.465,1,5,8,13,10,363,17498
WB-CON-0831,ET Series Lubrication Kit,WB,Wheel Balancer,ET Series,CON,Consumables & service kits,frequent,Low,SUP-005,Eastern Europe,5.49,Bin,Active,0.9,2.38,C,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.7,R-B91,F,268,563,116,17503,563,116,1,0.476,1.4,6,10,18,21,372,315054
TC-CON-0597,Artiglio Master Grease Cartridge,TC,Tyre Changer,Artiglio Master,CON,Consumables & service kits,frequent,Low,SUP-004,EU,2.62,Bin,Active,0.9,2.423,C,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.72,R-I65,B,40,59,71,168,71,40,1,0.485,1,3,6,10,9,378,1680
VL-BRG-0375,Alignment Lift Hub Shaft,VL,Vehicle Lift,Alignment Lift,BRG,Bearings & shafts,regular,Medium,SUP-012,Italy,170,Bin,Active,0.94,1.289,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.73,R-M67,E,272,246,69,4617,272,69,1,0.258,1,4,6,10,10,202,46170
WB-BRG-0838,EM 9000 Spindle Bearing,WB,Wheel Balancer,EM 9000,BRG,Bearings & shafts,regular,High,SUP-005,Eastern Europe,260,Bin,Active,0.97,1.457,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.75,R-D82,D,291,188,107,5854,291,107,1,0.291,1.4,5,8,12,4,228,70248
VL-CAB-0959,Alignment Lift Terminal Block,VL,Vehicle Lift,Alignment Lift,CAB,"Cables, connectors & harnesses",intermittent,Low,SUP-004,EU,105,Bin,Active,0.9,0.574,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.76,R-F35,B,131,134,81,1422,134,81,1,0.115,1,2,3,5,2,90,7110
AD-CMP-0821,Diagnostic Console Turntable Clamp,AD,ADAS & Diagnosis,Diagnostic Console,CMP,"Clamps, jaws & tooling",regular,High,SUP-006,EU,125,Small Rack,Active,0.97,0.56,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.78,R-M15,B,106,100,70,742,106,70,1,0.112,1,1,2,3,1,88,2226
WB-CAB-0402,Mobile Balancer Power Cable,WB,Wheel Balancer,Mobile Balancer,CAB,"Cables, connectors & harnesses",intermittent,High,SUP-016,EU,10.32,Bin,Active,0.97,0.645,C,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.79,R-E12,PALLET,974,610,603,358266,974,603,1,0.129,1.1,2,3,6,7,101,2149596
VL-PNE-0639,ERCO Lift Foot Pedal Valve,VL,Vehicle Lift,ERCO Lift,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-018,EU,90,Small Rack,Active,0.94,0.573,B,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.81,R-S49,VER,1202,291,71,24835,1202,71,1,0.115,1.3,1,2,4,3,90,99340
WA-HYD-0567,Exact Precision Pressure Valve,WA,Wheel Aligner,Exact Precision,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-017,EU,350,Small Rack,Active,0.94,0.537,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.83,R-L38,F,564,455,92,23609,564,92,1,0.107,1,1,2,4,4,84,94436
TC-BRG-0182,HD1200 Truck Hub Shaft,TC,Tyre Changer,HD1200 Truck,BRG,Bearings & shafts,regular,Critical,SUP-012,Italy,25.52,Bin,Active,0.985,0.634,C,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.84,R-Z45,B,36,46,51,84,51,36,1,0.127,1,2,3,5,2,99,420
WB-SNS-0932,ET Series Position Sensor,WB,Wheel Balancer,ET Series,SNS,"Sensors, encoders & switches",intermittent,High,SUP-014,Eastern Europe,485,Electronics Cage,Active,0.97,0.611,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.86,R-C30,B,21,82,66,114,82,21,1,0.122,1.6,2,3,5,6,96,570
VL-PNE-0775,Two-Post Lift Air Hose Set,VL,Vehicle Lift,Two-Post Lift,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-020,EU,185,Small Rack,Active,0.94,0.641,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.87,R-L30,E,219,138,31,937,219,31,1,0.128,1.3,2,3,6,6,100,5622
TC-CMP-0774,Basic Line TC Turntable Clamp,TC,Tyre Changer,Basic Line TC,CMP,"Clamps, jaws & tooling",regular,High,SUP-010,EU,480,Small Rack,Active,0.97,0.587,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.89,R-Q06,D,148,246,126,4587,246,126,1,0.117,1.1,2,3,5,2,92,22935
TC-SNS-0638,HD1200 Truck Load Cell,TC,Tyre Changer,HD1200 Truck,SNS,"Sensors, encoders & switches",intermittent,High,SUP-013,North America,130,Electronics Cage,Active,0.97,0.642,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.91,R-C80,E,365,370,95,12830,370,95,1,0.128,2.7,1,3,5,6,101,64150
VL-PNE-0599,Alignment Lift Air Hose Set,VL,Vehicle Lift,Alignment Lift,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-016,EU,60,Small Rack,Active,0.94,0.654,B,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.92,R-G52,VER,923,678,161,100753,923,161,1,0.131,1.1,2,3,6,3,103,604518
WB-PNE-0085,Eyelight Pneumatic Cylinder,WB,Wheel Balancer,Eyelight,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-008,EU,65,Small Rack,Active,0.97,0.675,B,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.94,R-Q73,D,232,237,38,2089,237,38,1,0.135,1.1,2,3,5,2,106,10445
WA-BLT-0736,Camera Aligner Transmission Pulley,WA,Wheel Aligner,Camera Aligner,BLT,Belts & pulleys,regular,Low,SUP-008,EU,20.18,Bin,Active,0.9,0.727,C,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.95,R-S21,D,280,130,161,5860,280,130,1,0.145,1.1,2,3,5,3,114,29300
TC-MTR-0133,Basic Line TC Gearbox Assembly,TC,Tyre Changer,Basic Line TC,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-015,EU,1390,Heavy Rack,Active,0.985,0.077,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,99.97,R-C66,VER,513,574,175,51531,574,175,0,0.015,1.4,1,2,4,5,13,206124
VL-SAF-0733,Alignment Lift Lock Release Cable,VL,Vehicle Lift,Alignment Lift,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-009,Italy,220,Small Rack,Phase-out,0.985,0.09,B,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,99.98,R-B35,D,249,136,21,711,249,21,0,0.018,1,1,2,3,3,15,2133
TC-MTR-0144,A2024 LL Rotation Drive,TC,Tyre Changer,A2024 LL,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-005,Eastern Europe,1710,Heavy Rack,Active,0.94,0.066,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,100,R-Z78,E,329,136,44,1969,329,44,0,0.013,1.4,1,2,4,2,11,7876
WB-SAF-0807,ET Series Safety Latch,WB,Wheel Balancer,ET Series,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-011,EU,46.08,Small Rack,Active,0.985,0.063,C,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Z10,F,593,382,118,26730,593,118,0,0.013,1,1,2,3,3,10,80190
WA-SAF-0702,3D Aligner Guard Switch,WA,Wheel Aligner,3D Aligner,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-006,EU,49.05,Small Rack,Active,0.985,0.105,C,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-B25,F,528,388,148,30320,528,148,0,0.021,1,1,2,4,4,17,121280
TC-MTR-0324,Artiglio Master Rotation Drive,TC,Tyre Changer,Artiglio Master,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-002,Italy,2400,Heavy Rack,Active,0.985,0.052,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-A36,F,584,467,28,7636,584,28,1,0.01,1,1,2,3,3,9,22908
WB-MTR-0002,EM 9000 Gear Motor,WB,Wheel Balancer,EM 9000,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-010,EU,760,Heavy Rack,Active,0.985,0.057,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Q65,E,390,307,177,21192,390,177,0,0.011,1.1,1,2,4,2,9,84768
TC-PCB-0538,Basic Line TC Power Supply Board,TC,Tyre Changer,Basic Line TC,PCB,Control boards & displays,rare_critical,Critical,SUP-015,EU,650,Electronics Cage,Active,0.985,0.058,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Q80,E,333,330,123,13516,333,123,0,0.012,1.4,1,2,3,2,10,40548
TE-MTR-0881,Brake Tester Servo Motor,TE,Technical Control,Brake Tester,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-004,EU,240,Heavy Rack,Active,0.94,0.076,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Q52,E,195,267,79,4113,267,79,0,0.015,1,1,2,4,4,12,16452
WB-SAF-0476,Mobile Balancer Safety Latch,WB,Wheel Balancer,Mobile Balancer,SAF,"Safety locks, guards & interlocks",rare_critical,Low,SUP-019,EU,75,Small Rack,Active,0.9,0.097,C,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-C41,B,128,148,14,265,148,14,0,0.019,1,1,2,4,1,16,1060
TE-PCB-0657,Suspension Tester Display Module,TE,Technical Control,Suspension Tester,PCB,Control boards & displays,rare_critical,Critical,SUP-006,EU,520,Electronics Cage,Active,0.985,0.06,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-F25,B,66,142,63,590,142,63,0,0.012,1,1,2,3,2,10,1770
WB-MTR-0502,ET Series Rotation Drive,WB,Wheel Balancer,ET Series,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-014,Eastern Europe,460,Heavy Rack,Active,0.97,0.061,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-P98,F,345,282,143,13912,345,143,0,0.012,1.6,1,2,4,4,10,55648
TE-MTR-0950,Inspection Line Electric Motor,TE,Technical Control,Inspection Line,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-008,EU,290,Heavy Rack,Active,0.97,0.071,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-H21,B,105,131,50,688,131,50,0,0.014,1.1,1,2,4,2,12,2752
TC-SAF-0470,Artiglio Master Emergency Stop,TC,Tyre Changer,Artiglio Master,SAF,"Safety locks, guards & interlocks",rare_critical,High,SUP-005,Eastern Europe,270,Small Rack,Active,0.97,0.071,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-B68,PALLET,1115,426,831,394717,1115,426,1,0.014,1.4,1,2,3,4,12,1184151
TE-PCB-0460,Brake Tester Operator Panel,TE,Technical Control,Brake Tester,PCB,Control boards & displays,rare_critical,High,SUP-008,EU,220,Electronics Cage,Active,0.97,0.075,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-S68,VER,1029,756,196,152473,1029,196,0,0.015,1.1,1,2,3,1,12,457419
WA-MTR-0137,3D Aligner Electric Motor,WA,Wheel Aligner,3D Aligner,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-020,EU,315,Heavy Rack,Active,0.97,0.068,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-P60,D,256,161,81,3338,256,81,0,0.014,1.3,1,2,4,5,11,13352
WA-SAF-0690,3D Aligner Safety Lock,WA,Wheel Aligner,3D Aligner,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-003,EU,265,Small Rack,Active,0.985,0.071,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-N32,D,133,241,80,2564,241,80,0,0.014,1,1,2,3,1,12,7692
TC-PCB-0103,Basic Line TC Operator Panel,TC,Tyre Changer,Basic Line TC,PCB,Control boards & displays,rare_critical,Medium,SUP-012,Italy,285,Electronics Cage,Active,0.94,0.069,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-P31,E,157,320,49,2462,320,49,1,0.014,1,1,2,3,1,11,7386
TC-MTR-0938,HD1200 Truck Servo Motor,TC,Tyre Changer,HD1200 Truck,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-001,Italy,1500,Heavy Rack,Active,0.985,0.045,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Q20,B,101,23,43,100,101,23,1,0.009,1,1,2,3,2,8,300
WB-PCB-0114,Mobile Balancer Display Module,WB,Wheel Balancer,Mobile Balancer,PCB,Control boards & displays,rare_critical,Critical,SUP-003,EU,350,Electronics Cage,Active,0.985,0.064,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Z93,D,291,232,165,11139,291,165,1,0.013,1,1,2,4,4,10,44556
VL-PCB-0615,Two-Post Lift Control Board,VL,Vehicle Lift,Two-Post Lift,PCB,Control boards & displays,rare_critical,Critical,SUP-014,Eastern Europe,660,Electronics Cage,Active,0.985,0.053,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-F32,PALLET,903,593,334,178850,903,334,0,0.011,1.6,1,2,4,4,9,715400
TC-PCB-0015,Basic Line TC Operator Panel,TC,Tyre Changer,Basic Line TC,PCB,Control boards & displays,rare_critical,Critical,SUP-017,EU,590,Electronics Cage,Active,0.985,0.055,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-M02,E,325,269,173,15125,325,173,1,0.011,1,1,2,3,1,9,45375
WA-SAF-0356,3D Aligner Interlock Switch,WA,Wheel Aligner,3D Aligner,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-011,EU,700,Small Rack,Active,0.985,0.047,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-E83,D,102,127,157,2034,157,102,0,0.009,1,1,2,4,2,8,8136
VL-SAF-0281,Scissor Lift Protective Guard,VL,Vehicle Lift,Scissor Lift,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-007,Eastern Europe,260,Small Rack,Active,0.985,0.069,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-B10,E,285,187,102,5436,285,102,0,0.014,1.4,1,2,4,4,11,21744
WB-MTR-0160,ET Series Gear Motor,WB,Wheel Balancer,ET Series,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-007,Eastern Europe,355,Heavy Rack,Active,0.94,0.059,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-B11,B,20,114,16,36,114,16,0,0.012,1.4,1,2,3,2,10,108
VL-MTR-0885,Alignment Lift Rotation Drive,VL,Vehicle Lift,Alignment Lift,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-011,EU,470,Heavy Rack,Phase-out,0.985,0.056,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Z31,D,185,212,117,4589,212,117,0,0.011,1,1,2,3,3,9,13767
WA-CMP-0129,Camera Aligner Jaw Cover,WA,Wheel Aligner,Camera Aligner,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-014,Eastern Europe,95,Small Rack,Active,0.94,1.173,A,Anonymised/reconstructed warehouse transition dataset,D,0,0,0,100,R-S73,E,297,265,88,6926,297,88,1,0.235,1.6,4,6,11,3,183,76186
TE-CON-0977,Inspection Line Lubrication Kit,TE,Technical Control,Inspection Line,CON,Consumables & service kits,frequent,Low,SUP-013,North America,13.1,Bin,Active,0.9,1.591,C,Anonymised/reconstructed warehouse transition dataset,D,0,0,0,100,R-I21,B,127,141,21,376,141,21,1,0.318,2.7,4,9,14,12,249,5264
TC-BRG-0321,Artiglio Master Balancer Shaft,TC,Tyre Changer,Artiglio Master,BRG,Bearings & shafts,regular,Low,SUP-003,EU,110,Bin,Active,0.9,1.148,A,Anonymised/reconstructed warehouse transition dataset,D,0,0,0,100,R-I28,B,90,81,45,328,90,45,1,0.23,1,1,3,5,5,180,1640
WA-PCB-0214,Exact Precision Operator Panel,WA,Wheel Aligner,Exact Precision,PCB,Control boards & displays,rare_critical,High,SUP-017,EU,900,Electronics Cage,Active,0.97,0.083,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Q07,B,138,64,62,548,138,62,1,0.017,1,1,2,4,5,13,2192
WB-PCB-0327,Mobile Balancer Keypad Board,WB,Wheel Balancer,Mobile Balancer,PCB,Control boards & displays,rare_critical,High,SUP-014,Eastern Europe,270,Electronics Cage,Active,0.97,0.099,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-T16,D,258,205,53,2803,258,53,1,0.02,1.6,1,2,4,4,16,11212
VL-MTR-0478,Alignment Lift Gear Motor,VL,Vehicle Lift,Alignment Lift,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-015,EU,1790,Heavy Rack,Active,0.985,0.079,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-A04,VER,825,427,130,45796,825,130,0,0.016,1.4,1,2,3,1,13,137388
VL-PCB-0752,Scissor Lift Power Supply Board,VL,Vehicle Lift,Scissor Lift,PCB,Control boards & displays,rare_critical,Critical,SUP-020,EU,1110,Electronics Cage,Active,0.985,0.08,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-D40,E,122,333,100,4063,333,100,0,0.016,1.3,1,2,4,1,13,16252
TC-PCB-0904,Artiglio Master Control Board,TC,Tyre Changer,Artiglio Master,PCB,Control boards & displays,rare_critical,Medium,SUP-009,Italy,385,Electronics Cage,Phase-out,0.94,0.093,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Y52,B,93,70,71,462,93,70,0,0.019,1,1,2,4,4,15,1848
TC-MTR-0884,A2024 LL Servo Motor,TC,Tyre Changer,A2024 LL,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-013,North America,1280,Heavy Rack,Active,0.97,0.085,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-D38,B,95,112,52,553,112,52,0,0.017,2.7,1,2,4,3,14,2212
WA-MTR-0724,3D Aligner Gear Motor,WA,Wheel Aligner,3D Aligner,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-013,North America,510,Heavy Rack,Active,0.94,0.093,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-G50,E,264,126,27,898,264,27,0,0.019,2.7,1,2,4,5,15,3592
TC-MTR-0941,Basic Line TC Motor Brake,TC,Tyre Changer,Basic Line TC,MTR,"Motors, drives & gearboxes",rare_critical,Low,SUP-005,Eastern Europe,295,Heavy Rack,Active,0.9,0.1,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-E63,E,123,257,102,3224,257,102,0,0.02,1.4,1,2,3,3,16,9672
TE-PCB-0325,Brake Tester Control Board,TE,Technical Control,Brake Tester,PCB,Control boards & displays,rare_critical,High,SUP-019,EU,1510,Electronics Cage,Active,0.97,0.083,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-C07,B,36,71,10,26,71,10,0,0.017,1,1,2,4,3,13,104
VL-MTR-0181,Two-Post Lift Inverter Drive,VL,Vehicle Lift,Two-Post Lift,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-015,EU,255,Heavy Rack,Active,0.94,0.101,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Q71,E,330,338,35,3904,338,35,1,0.02,1.4,1,2,4,3,16,15616
VL-PCB-0052,Scissor Lift I/O Board,VL,Vehicle Lift,Scissor Lift,PCB,Control boards & displays,rare_critical,Medium,SUP-010,EU,170,Electronics Cage,Phase-out,0.94,0.105,C,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-E86,F,273,183,171,8543,273,171,0,0.021,1.1,1,2,4,3,17,34172
WB-BRG-0840,ET Series Hub Shaft,WB,Wheel Balancer,ET Series,BRG,Bearings & shafts,regular,High,SUP-001,Italy,25.72,Bin,Active,0.97,1.503,B,Anonymised/reconstructed warehouse transition dataset,D,0,0,0,100,R-E55,D,266,82,77,1680,266,77,1,0.301,1,4,6,9,4,235,15120
VL-CON-0284,Alignment Lift Service Seal Pack,VL,Vehicle Lift,Alignment Lift,CON,Consumables & service kits,frequent,Critical,SUP-002,Italy,29.75,Bin,Active,0.985,1.435,B,Anonymised/reconstructed warehouse transition dataset,D,0,0,0,100,R-B62,E,287,295,68,5757,295,68,1,0.287,1,5,7,11,3,224,63327
WB-MTR-0180,EM 9000 Gear Motor,WB,Wheel Balancer,EM 9000,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-016,EU,830,Heavy Rack,Active,0.985,0.092,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-F79,D,114,135,117,1801,135,114,0,0.018,1.1,1,2,3,2,15,5403
WA-SAF-0452,3D Aligner Interlock Switch,WA,Wheel Aligner,3D Aligner,SAF,"Safety locks, guards & interlocks",rare_critical,High,SUP-009,Italy,250,Small Rack,Active,0.97,0.104,C,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-L87,VER,972,545,97,51385,972,97,0,0.021,1,1,2,3,1,17,154155
TC-PCB-0211,HD1200 Truck Power Supply Board,TC,Tyre Changer,HD1200 Truck,PCB,Control boards & displays,rare_critical,Medium,SUP-008,EU,215,Electronics Cage,Active,0.94,0.105,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-G05,B,65,97,17,107,97,17,0,0.021,1.1,1,2,3,1,17,321
TC-SAF-0374,Basic Line TC Safety Latch,TC,Tyre Changer,Basic Line TC,SAF,"Safety locks, guards & interlocks",rare_critical,High,SUP-013,North America,50,Small Rack,Active,0.97,0.142,C,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-A13,F,404,441,36,6414,441,36,0,0.028,2.7,1,2,4,2,23,25656
TC-MTR-0331,Basic Line TC Servo Motor,TC,Tyre Changer,Basic Line TC,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-017,EU,910,Heavy Rack,Active,0.97,0.087,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Z85,D,243,178,90,3893,243,90,0,0.017,1,1,2,3,1,14,11679
WB-SAF-0603,ET Series Interlock Switch,WB,Wheel Balancer,ET Series,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-007,Eastern Europe,265,Small Rack,Active,0.985,0.103,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-Z45,VER,1269,498,106,66988,1269,106,0,0.021,1.4,1,2,4,1,17,267952
WB-SAF-0531,Mobile Balancer Safety Latch,WB,Wheel Balancer,Mobile Balancer,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-001,Italy,860,Small Rack,Active,0.985,0.088,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-D81,E,299,185,66,3651,299,66,0,0.018,1,1,2,3,3,14,10953
VL-MTR-0844,Two-Post Lift Motor Brake,VL,Vehicle Lift,Two-Post Lift,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-007,Eastern Europe,980,Heavy Rack,Active,0.94,0.087,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-C60,B,111,41,115,523,115,41,0,0.017,1.4,1,2,3,2,14,1569
TC-MTR-0961,Artiglio Master Rotation Drive,TC,Tyre Changer,Artiglio Master,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-012,Italy,890,Heavy Rack,Active,0.985,0.095,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-M63,B,126,86,103,1116,126,86,0,0.019,1,1,2,3,2,15,3348
TC-SAF-0613,A2024 LL Interlock Switch,TC,Tyre Changer,A2024 LL,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-014,Eastern Europe,650,Small Rack,Active,0.985,0.096,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-D34,F,465,248,103,11878,465,103,1,0.019,1.6,1,2,3,3,15,35634
VL-PCB-0194,Alignment Lift I/O Board,VL,Vehicle Lift,Alignment Lift,PCB,Control boards & displays,rare_critical,Critical,SUP-005,Eastern Europe,290,Electronics Cage,Active,0.985,0.104,B,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-T82,ORANGE,1150,412,792,375250,1150,412,0,0.021,1.4,1,2,4,5,17,1501000
WA-SAF-0917,3D Aligner Guard Switch,WA,Wheel Aligner,3D Aligner,SAF,"Safety locks, guards & interlocks",rare_critical,High,SUP-001,Italy,405,Small Rack,Active,0.97,0.1,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0,0,100,R-H93,D,91,92,129,1080,129,91,0,0.02,1,1,2,3,1,16,3240
